customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_13-24 months,TenureGroup_25-36 months,TenureGroup_37-48 months,TenureGroup_49-60 months,TenureGroup_61-72 months
0133-BMFZO,1,0,0,0,2,1,No,Yes,Yes,No,Yes,No,No,1,86.25,181.65,1,90.825,0,0,1,0,0,1,0,0,0,0,0,0
6128-CZOMY,1,0,0,0,1,1,No,No,No,No,No,No,No,1,45.65,45.65,1,45.65,0,0,0,0,0,1,0,0,0,0,0,0
9540-JYROE,0,0,0,0,8,1,No,No,No,No,No,No,No,1,70.1,551.35,1,68.91875,0,0,1,0,0,0,1,0,0,0,0,0
9026-LHEVG,1,0,0,0,9,0,No phone service,No,Yes,No,No,No,Yes,0,40.75,359.4,0,39.93333333333333,0,0,0,0,0,1,0,0,0,0,0,0
2260-USTRB,1,1,0,0,2,1,No,No,No,No,No,No,No,1,70.2,115.95,1,57.975,0,0,1,0,0,0,0,0,0,0,0,0
3656-TKRVZ,1,0,0,0,3,1,No,Yes,Yes,No,No,No,No,0,55.35,165.2,1,55.06666666666666,0,0,0,0,0,1,0,0,0,0,0,0
7011-CVEUC,0,0,1,0,25,1,No,No,No,No,Yes,Yes,Yes,1,95.7,2338.35,0,93.53399999999999,0,0,1,0,1,0,0,0,1,0,0,0
6185-TASNN,0,1,0,0,1,1,No,No,No,No,No,No,No,0,46.3,46.3,0,46.3,0,0,0,0,0,1,0,0,0,0,0,0
7925-PNRGI,1,0,1,1,45,1,Yes,Yes,Yes,Yes,Yes,Yes,No,0,81.3,3541.1,0,78.69111111111111,0,0,0,0,0,0,1,0,0,1,0,0
8623-TMRBY,0,1,1,1,51,1,Yes,No,Yes,Yes,No,No,No,1,84.2,4146.05,1,81.29509803921569,0,0,1,0,0,1,0,0,0,0,1,0
1552-CZCLL,1,0,1,1,55,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.0,1087.25,0,19.76818181818182,0,0,0,1,1,0,0,0,0,0,1,0
3038-PQIUY,1,0,0,0,38,1,Yes,Yes,Yes,Yes,No,No,No,1,66.15,2522.4,0,66.37894736842105,0,0,0,0,0,0,0,0,0,1,0,0
1501-SGHBW,0,0,0,0,2,1,No,No,No,No,No,No,No,0,45.85,81.0,1,40.5,0,0,0,0,0,0,1,0,0,0,0,0
9313-CDOGY,0,0,1,1,38,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.6,717.3,0,18.876315789473683,0,0,0,1,0,1,0,0,0,1,0,0
8148-BPLZQ,0,0,0,0,34,1,No,No,Yes,No,No,No,No,1,49.8,1734.2,0,51.00588235294118,0,0,0,0,0,1,0,0,1,0,0,0
2623-DRYAM,1,0,1,0,70,1,Yes,No,No,Yes,No,Yes,Yes,1,101.75,7069.3,0,100.99000000000001,1,0,1,0,0,1,0,0,0,0,0,1
9987-LUTYD,1,0,0,0,13,1,No,Yes,No,No,Yes,No,No,0,55.15,742.9,0,57.146153846153844,1,0,0,0,0,0,1,1,0,0,0,0
3208-YPIOE,0,0,0,0,39,1,Yes,No,No,No,No,No,No,0,75.25,3017.65,1,77.37564102564103,0,0,1,0,0,1,0,0,0,1,0,0
4488-KQFDT,1,0,0,0,61,1,Yes,No,Yes,Yes,No,Yes,Yes,1,103.95,6423.0,0,105.29508196721312,1,0,1,0,0,1,0,0,0,0,0,1
2612-RANWT,1,0,0,0,12,1,Yes,No,No,Yes,No,Yes,Yes,1,100.15,1164.3,1,97.02499999999999,0,0,1,0,0,0,0,0,0,0,0,0
5693-PIPCS,0,0,0,0,41,1,No,No,Yes,No,Yes,Yes,Yes,1,99.65,4220.35,0,102.93536585365854,0,1,1,0,1,0,0,0,0,1,0,0
0491-KAPQG,0,0,0,0,21,1,Yes,No,No,No,No,No,No,1,73.7,1558.7,0,74.22380952380952,0,0,1,0,0,1,0,1,0,0,0,0
1925-LFCZZ,0,1,0,0,55,0,No phone service,No,No,Yes,No,Yes,Yes,1,50.05,2743.45,0,49.880909090909086,1,0,0,0,0,0,0,0,0,0,1,0
8039-EQPIM,0,0,1,0,69,0,No phone service,Yes,No,Yes,Yes,Yes,Yes,0,60.25,4055.5,0,58.77536231884058,0,1,0,0,0,0,0,0,0,0,0,1
6900-PXRMS,0,1,1,1,26,1,Yes,No,Yes,Yes,No,Yes,Yes,0,105.75,2710.25,1,104.24038461538461,0,0,1,0,0,1,0,0,1,0,0,0
8707-RMEZH,1,1,1,0,69,1,No,Yes,Yes,No,No,No,Yes,0,87.3,6055.55,0,87.76159420289855,1,0,1,0,1,0,0,0,0,0,0,1
3346-BRMIS,1,1,1,0,18,0,No phone service,No,No,Yes,No,Yes,Yes,1,48.35,810.7,1,45.03888888888889,0,0,0,0,0,1,0,1,0,0,0,0
3209-ZPKFI,0,0,1,1,47,1,Yes,No,Yes,No,No,No,No,0,54.25,2538.2,0,54.00425531914893,0,0,0,0,0,1,0,0,0,1,0,0
6479-VDGRK,1,0,1,1,72,1,No,Yes,Yes,Yes,Yes,Yes,Yes,0,85.3,6129.2,0,85.12777777777778,0,1,0,0,0,0,0,0,0,0,0,1
9373-WSLOY,0,1,1,0,33,0,No phone service,No,Yes,Yes,Yes,Yes,No,1,50.0,1750.85,0,53.056060606060605,0,0,0,0,0,1,0,0,1,0,0,0
2933-FILNV,1,0,1,1,2,0,No phone service,No,No,No,No,No,No,1,24.4,36.55,1,18.275,0,0,0,0,0,0,1,0,0,0,0,0
3569-JFODW,1,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,90.95,6652.45,0,92.39513888888888,0,1,0,0,1,0,0,0,0,0,0,1
9819-FBNSV,0,1,1,0,37,1,No,No,No,No,No,No,No,1,72.25,2575.45,0,69.60675675675675,0,0,1,0,0,0,0,0,0,1,0,0
9544-PYPSJ,1,1,1,1,62,1,Yes,No,Yes,Yes,No,No,Yes,1,96.1,6019.35,0,97.08629032258065,0,0,1,0,1,0,0,0,0,0,0,1
1591-XWLGB,1,0,1,0,71,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.85,1379.6,0,19.430985915492958,0,1,0,1,1,0,0,0,0,0,0,1
0396-UKGAI,0,0,0,1,23,1,No,No,Yes,No,Yes,No,No,1,55.3,1284.2,0,55.834782608695654,0,0,0,0,0,0,0,1,0,0,0,0
3243-ZHOHY,1,0,0,0,16,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.1,296.15,0,18.509375,1,0,0,1,0,0,1,1,0,0,0,0
5186-EJEGL,0,0,0,0,9,1,No,Yes,No,Yes,Yes,Yes,No,1,69.5,653.25,0,72.58333333333333,0,0,0,0,0,0,1,0,0,0,0,0
7527-QNRUS,0,0,1,1,17,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,25.15,412.6,0,24.27058823529412,0,1,0,1,0,0,1,1,0,0,0,0
9986-BONCE,1,0,0,0,4,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.95,85.5,1,21.375,0,0,0,1,0,0,0,0,0,0,0,0
2722-JMONI,1,1,1,0,1,1,No,Yes,No,No,No,No,No,1,49.55,49.55,1,49.55,0,0,0,0,0,1,0,0,0,0,0,0
2203-GHNWN,1,0,1,0,24,1,Yes,No,No,Yes,No,No,No,1,79.65,1928.7,0,80.3625,0,0,1,0,0,0,1,1,0,0,0,0
3878-AVSOQ,1,1,0,0,1,1,No,No,No,No,No,No,No,1,71.25,71.25,0,71.25,0,0,1,0,0,1,0,0,0,0,0,0
3258-SYSWS,0,1,0,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,113.8,7845.8,0,108.96944444444445,0,1,1,0,0,0,0,0,0,0,0,1
5296-PSYVW,1,0,1,0,72,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.55,1750.7,0,24.31527777777778,0,1,0,1,0,1,0,0,0,0,0,1
6319-QSUSR,1,0,0,1,11,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.7,216.2,0,19.654545454545453,0,0,0,1,1,0,0,0,0,0,0,0
4083-EUGRJ,0,0,0,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.25,178.5,1,19.833333333333332,0,0,0,1,0,0,1,0,0,0,0,0
7579-OOPEC,1,1,1,0,2,1,No,No,Yes,No,No,No,No,0,50.15,115.1,1,57.55,0,0,0,0,1,0,0,0,0,0,0,0
0512-FLFDW,1,1,1,0,60,1,Yes,No,No,Yes,No,Yes,Yes,1,100.5,6029.0,0,100.48333333333333,1,0,1,0,1,0,0,0,0,0,1,0
1771-OADNZ,0,1,1,0,29,1,Yes,No,Yes,Yes,No,No,Yes,1,95.9,2745.2,1,94.66206896551724,0,0,1,0,0,1,0,0,1,0,0,0
0487-CRLZF,1,0,0,0,49,1,No,No,No,Yes,Yes,Yes,Yes,1,74.45,3721.9,0,75.95714285714286,0,1,0,0,0,0,0,0,0,0,1,0
2107-FBPTK,1,1,0,0,30,1,Yes,No,Yes,Yes,No,Yes,Yes,1,104.1,3121.1,0,104.03666666666666,0,0,1,0,0,1,0,0,1,0,0,0
9451-WLYRI,1,0,1,0,53,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.05,990.45,0,18.687735849056605,1,0,0,1,1,0,0,0,0,0,1,0
8219-VYBVI,0,0,0,1,39,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.0,1004.35,0,25.752564102564104,0,1,0,1,0,0,1,0,0,1,0,0
1991-VOPLL,1,0,0,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.05,157.65,0,17.516666666666666,0,0,0,1,0,0,1,0,0,0,0,0
9738-QLWTP,0,0,0,0,39,1,No,No,No,Yes,Yes,No,No,0,81.9,3219.75,0,82.5576923076923,1,0,1,0,0,1,0,0,0,1,0,0
1016-DJTSV,0,1,0,0,8,1,No,No,No,No,No,No,No,1,69.7,572.85,0,71.60625,0,0,1,0,0,1,0,0,0,0,0,0
9419-IPPBE,1,0,1,1,51,1,Yes,No,No,Yes,No,No,Yes,1,90.15,4554.85,0,89.31078431372549,1,0,1,0,0,1,0,0,0,0,1,0
0174-QRVVY,0,0,1,1,71,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.35,1847.55,0,26.021830985915493,0,1,0,1,1,0,0,0,0,0,0,1
5699-BNCAS,0,1,0,0,71,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.65,1766.75,0,24.883802816901408,0,1,0,1,0,0,1,0,0,0,0,1
2900-PHPLN,1,1,1,0,70,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.55,1462.05,0,20.88642857142857,0,1,0,1,1,0,0,0,0,0,0,1
0612-RTZZA,1,1,0,0,1,0,No phone service,No,No,No,No,No,No,0,25.25,25.25,1,25.25,0,0,0,0,0,1,0,0,0,0,0,0
8106-GWQOK,0,0,1,0,38,0,No phone service,Yes,Yes,No,Yes,Yes,Yes,1,60.0,2193.2,0,57.715789473684204,0,1,0,0,0,0,0,0,0,1,0,0
8751-EDEKA,1,0,1,0,28,1,No,No,Yes,Yes,No,No,Yes,0,89.9,2433.5,0,86.91071428571429,0,0,1,0,1,0,0,0,1,0,0,0
6878-GGDWG,1,0,1,0,32,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.4,641.15,0,20.0359375,0,0,0,1,0,0,0,0,1,0,0,0
4039-PIMHX,0,1,1,0,49,1,No,No,Yes,No,No,No,No,0,49.8,2398.4,0,48.946938775510205,0,1,0,0,0,0,1,0,0,0,1,0
8450-LUGUK,1,0,1,1,37,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.1,861.85,0,23.293243243243243,0,1,0,1,0,0,0,0,0,1,0,0
3604-WLABM,1,0,0,0,10,1,No,No,No,Yes,Yes,No,No,0,54.25,583.0,0,58.3,0,0,0,0,0,1,0,0,0,0,0,0
0795-GMVQO,0,0,1,0,67,1,Yes,Yes,Yes,Yes,No,Yes,Yes,0,109.9,7332.4,0,109.43880597014925,1,0,1,0,1,0,0,0,0,0,0,1
2259-OUUSZ,0,0,0,0,7,0,No phone service,No,No,Yes,Yes,No,No,1,35.5,249.55,0,35.65,1,0,0,0,1,0,0,0,0,0,0,0
1142-IHLOO,1,0,0,0,51,1,No,No,No,No,No,Yes,Yes,0,87.55,4475.9,0,87.7627450980392,1,0,1,0,1,0,0,0,0,0,1,0
6410-LEFEN,1,0,0,0,9,1,No,No,No,No,No,No,No,0,45.15,416.45,1,46.27222222222222,0,0,0,0,0,1,0,0,0,0,0,0
4633-MKHYU,1,0,0,0,9,1,No,No,No,No,No,Yes,Yes,1,88.4,788.6,0,87.62222222222222,0,0,1,0,0,0,1,0,0,0,0,0
6257-RJOHI,0,0,0,0,4,1,No,No,No,No,Yes,No,No,1,50.8,202.3,0,50.575,0,0,0,0,0,0,1,0,0,0,0,0
1545-JFUML,0,0,1,0,71,1,Yes,Yes,Yes,Yes,No,Yes,No,1,99.0,6994.6,0,98.51549295774649,0,1,1,0,0,1,0,0,0,0,0,1
3194-ORPIK,1,0,1,1,50,1,Yes,No,No,No,No,Yes,No,1,84.4,4116.15,1,82.323,0,0,1,0,0,0,0,0,0,0,1,0
7826-VVKWT,1,1,1,1,24,1,No,No,No,Yes,No,Yes,Yes,1,96.55,2263.45,0,94.31041666666665,0,1,1,0,0,1,0,1,0,0,0,0
1353-GHZOS,0,0,1,0,22,1,No,Yes,No,No,No,Yes,No,1,59.75,1374.35,0,62.470454545454544,1,0,0,0,0,0,0,1,0,0,0,0
2587-EKXTS,0,0,0,0,44,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,111.5,4915.15,0,111.70795454545454,0,0,1,0,0,1,0,0,0,1,0,0
5442-BXVND,1,0,1,1,33,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.25,838.5,0,25.40909090909091,0,0,0,1,0,0,0,0,1,0,0,0
8816-VXNZD,1,0,0,0,1,1,Yes,No,No,No,No,No,No,1,75.1,75.1,1,75.1,0,0,1,0,0,1,0,0,0,0,0,0
9378-FXTIZ,1,0,1,0,54,1,Yes,No,No,No,No,Yes,Yes,1,70.15,3715.65,1,68.80833333333334,1,0,0,0,1,0,0,0,0,0,1,0
1723-HKXJQ,0,0,0,0,42,1,Yes,No,Yes,No,No,Yes,Yes,1,101.75,4273.45,1,101.74880952380951,0,0,1,0,0,1,0,0,0,1,0,0
7825-GKXMW,1,0,0,0,1,1,No,No,No,No,No,No,No,0,45.8,45.8,1,45.8,0,0,0,0,0,1,0,0,0,0,0,0
9753-OYLBX,1,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.5,20.5,0,20.5,0,0,0,1,0,0,1,0,0,0,0,0
2364-UFROM,0,0,0,0,30,1,No,Yes,Yes,No,Yes,Yes,No,0,70.4,2044.75,0,68.15833333333333,1,0,0,0,0,1,0,0,1,0,0,0
6656-JWRQX,1,0,0,0,1,0,No phone service,No,No,No,Yes,No,No,0,30.55,30.55,0,30.55,0,0,0,0,0,0,1,0,0,0,0,0
6473-ULUHT,0,0,1,1,16,1,Yes,Yes,Yes,No,Yes,Yes,Yes,0,84.9,1398.25,0,87.390625,0,0,0,0,0,1,0,1,0,0,0,0
1240-KNSEZ,0,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.1,20.1,1,20.1,0,0,0,1,0,0,1,0,0,0,0,0
0836-SEYLU,0,0,1,0,9,0,No phone service,No,No,No,Yes,Yes,No,0,40.65,328.95,1,36.55,0,0,0,0,0,0,1,0,0,0,0,0
4433-JCGCG,0,1,1,0,46,1,Yes,No,No,Yes,No,Yes,Yes,1,101.0,4680.05,1,101.74021739130436,0,0,1,0,0,1,0,0,0,1,0,0
3716-BDVDB,0,0,0,0,1,1,No,No,No,No,No,No,No,1,69.1,69.1,1,69.1,0,0,1,0,0,1,0,0,0,0,0,0
7688-AWMDX,0,0,1,0,71,1,No,Yes,No,No,Yes,No,No,0,54.5,3778.2,0,53.21408450704225,0,1,0,0,0,0,0,0,0,0,0,1
2842-BCQGE,0,0,0,0,43,1,Yes,No,No,No,No,No,No,1,75.35,3161.4,0,73.52093023255814,0,0,1,0,1,0,0,0,0,1,0,0
7244-QWYHG,0,0,1,0,50,0,No phone service,Yes,No,No,Yes,Yes,No,1,44.45,2188.45,0,43.769,1,0,0,0,0,0,0,0,0,0,1,0
5899-MQZZL,1,0,0,0,13,1,Yes,No,No,No,No,No,No,1,75.0,999.45,1,76.88076923076923,0,0,1,0,0,0,1,1,0,0,0,0
6849-OYAMU,0,0,1,1,19,1,No,No,Yes,No,Yes,Yes,Yes,0,100.0,1888.65,1,99.40263157894738,1,0,1,0,0,0,0,1,0,0,0,0
5312-UXESG,1,0,0,0,41,1,Yes,No,No,Yes,No,Yes,Yes,0,98.05,3990.6,0,97.33170731707317,0,0,1,0,0,0,0,0,0,1,0,0
9488-HGMJH,1,1,0,0,1,1,No,No,No,No,No,No,No,1,71.15,71.15,1,71.15,0,0,1,0,0,1,0,0,0,0,0,0
6038-GCYEC,1,0,0,0,24,0,No phone service,No,Yes,Yes,No,Yes,Yes,1,54.15,1240.25,1,51.677083333333336,0,0,0,0,1,0,0,1,0,0,0,0
2150-WLKUW,1,0,1,0,40,1,Yes,No,Yes,No,No,Yes,No,0,63.9,2635.0,0,65.875,1,0,0,0,0,0,0,0,0,1,0,0
7159-FVYPK,1,0,1,1,3,1,Yes,No,Yes,Yes,No,Yes,No,1,69.15,235.0,0,78.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0
7032-LMBHI,1,0,0,0,37,1,Yes,Yes,No,No,No,Yes,No,0,64.65,2347.85,0,63.4554054054054,1,0,0,0,0,0,0,0,0,1,0,0
1150-WFARN,1,0,1,1,67,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,108.75,7156.2,1,106.80895522388059,0,1,1,0,1,0,0,0,0,0,0,1
6088-BXMRG,1,0,1,1,32,1,Yes,No,Yes,No,No,Yes,Yes,1,98.85,3089.6,0,96.55,0,0,1,0,0,1,0,0,1,0,0,0
3144-AUDBS,1,0,1,0,6,1,No,No,No,No,Yes,No,No,1,49.15,270.8,1,45.13333333333333,0,0,0,0,0,1,0,0,0,0,0,0
4821-SJHJV,1,0,1,1,32,1,Yes,Yes,No,No,No,Yes,No,0,89.6,2901.8,0,90.68125,0,0,1,0,0,1,0,0,1,0,0,0
7346-MEDWM,1,0,0,0,59,1,Yes,No,Yes,Yes,No,No,No,1,83.25,4949.1,0,83.88305084745764,0,0,1,0,0,1,0,0,0,0,1,0
1137-DGOWI,1,0,1,0,30,1,No,No,Yes,Yes,Yes,No,Yes,0,70.25,2198.9,0,73.29666666666667,1,0,0,0,0,0,0,0,1,0,0,0
5616-PRTNT,0,0,0,1,20,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.4,374.5,1,18.725,0,0,0,1,0,1,0,1,0,0,0,0
3812-LRZIR,1,0,1,1,27,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.5,761.95,0,28.22037037037037,0,1,0,1,0,1,0,0,1,0,0,0
4818-QIUFN,1,1,0,0,20,1,Yes,Yes,No,No,No,No,No,1,79.15,1520.9,1,76.045,0,0,1,0,0,1,0,1,0,0,0,0
9483-GCPWE,0,0,0,1,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.1,190.25,0,21.13888888888889,1,0,0,1,0,0,1,0,0,0,0,0
4227-OJHAL,1,0,1,1,68,1,Yes,Yes,Yes,Yes,No,Yes,No,1,73.0,5163.0,0,75.92647058823529,1,0,0,0,1,0,0,0,0,0,0,1
9220-CXRSC,1,0,1,1,69,1,Yes,Yes,No,No,Yes,No,No,0,61.4,4059.85,0,58.83840579710145,0,1,0,0,1,0,0,0,0,0,0,1
4993-JCRGJ,0,0,0,0,26,1,Yes,No,No,Yes,Yes,No,No,1,84.3,2281.6,0,87.75384615384615,0,0,1,0,0,0,1,0,1,0,0,0
9537-JALFH,0,0,1,1,69,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.9,1356.7,0,19.66231884057971,0,1,0,1,0,0,0,0,0,0,0,1
6698-OXETB,0,0,0,0,11,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.4,231.45,0,21.04090909090909,0,1,0,1,0,0,1,0,0,0,0,0
2103-ZRXFN,0,0,0,0,1,1,Yes,No,No,No,No,No,No,0,50.75,50.75,0,50.75,0,0,0,0,0,0,1,0,0,0,0,0
3724-BSCVH,0,0,1,1,10,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.45,242.4,0,24.240000000000002,1,0,0,1,0,0,1,0,0,0,0,0
4877-TSOFF,1,0,1,1,55,1,Yes,Yes,Yes,No,Yes,No,Yes,1,75.75,4264.25,0,77.53181818181818,1,0,0,0,0,0,0,0,0,0,1,0
9209-NWPGU,0,0,0,0,44,1,No,Yes,No,No,Yes,Yes,No,0,65.4,2774.55,0,63.05795454545455,1,0,0,0,0,1,0,0,0,1,0,0
6961-VCPMC,0,1,1,0,46,1,No,No,No,No,No,No,Yes,1,80.4,3605.2,1,78.37391304347825,0,0,1,0,0,1,0,0,0,1,0,0
7306-YDSOI,0,0,1,1,69,1,No,Yes,Yes,Yes,No,No,No,1,59.75,4069.9,0,58.984057971014494,0,1,0,0,0,0,0,0,0,0,0,1
5288-AHOUP,0,1,0,0,11,1,No,No,No,No,No,No,Yes,1,78.5,874.2,0,79.47272727272728,0,0,1,0,0,1,0,0,0,0,0,0
6688-UZPWD,1,0,1,0,11,1,Yes,No,Yes,No,No,Yes,Yes,1,102.0,1145.35,1,104.12272727272726,0,0,1,0,0,1,0,0,0,0,0,0
0655-YDGFJ,0,0,0,0,29,1,No,No,No,Yes,No,No,No,0,48.95,1323.7,0,45.6448275862069,0,0,0,0,0,0,0,0,1,0,0,0
8468-EHYJA,1,0,1,0,57,1,Yes,Yes,No,No,No,Yes,Yes,1,99.65,5497.05,0,96.43947368421053,0,0,1,0,0,1,0,0,0,0,1,0
6823-SIDFQ,0,0,0,0,28,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,18.25,534.7,0,19.09642857142857,1,0,0,1,1,0,0,0,1,0,0,0
1097-FSPVW,1,0,0,0,42,1,No,Yes,No,Yes,No,No,No,0,54.55,2455.05,0,58.453571428571436,0,0,0,0,1,0,0,0,0,1,0,0
2839-RFSQE,1,0,0,0,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.65,38.7,1,19.35,0,0,0,1,0,0,1,0,0,0,0,0
8328-SKJNO,0,0,0,1,23,0,No phone service,Yes,Yes,No,Yes,No,No,0,40.65,947.4,0,41.19130434782608,1,0,0,0,0,0,0,1,0,0,0,0
7010-ZMVBF,1,0,1,1,18,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.45,357.0,0,19.833333333333332,0,0,0,1,0,0,1,1,0,0,0,0
5201-CBWYG,0,0,1,1,62,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.8,1476.25,0,23.81048387096774,1,0,0,1,0,0,0,0,0,0,0,1
0968-GSIKN,1,0,0,0,1,1,No,No,No,No,No,No,No,1,70.8,70.8,1,70.8,0,0,1,0,0,0,1,0,0,0,0,0
1965-DDBWU,0,0,0,0,16,1,Yes,No,No,No,Yes,No,Yes,1,89.05,1448.6,1,90.5375,0,0,1,0,1,0,0,1,0,0,0,0
9057-SIHCH,1,0,0,0,3,1,Yes,No,No,No,No,Yes,Yes,1,96.6,291.9,1,97.3,0,0,1,0,0,1,0,0,0,0,0,0
6352-GIGGQ,0,0,0,0,67,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,88.8,5903.15,0,88.10671641791045,1,0,0,0,0,0,0,0,0,0,0,1
3635-QQRQD,0,0,0,0,62,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.05,1201.65,0,19.381451612903227,0,1,0,1,1,0,0,0,0,0,0,1
6771-XWBDM,1,0,1,0,57,1,Yes,No,Yes,Yes,No,Yes,Yes,1,104.5,5921.35,1,103.88333333333334,0,0,1,0,1,0,0,0,0,0,1,0
2897-DOVND,0,0,0,0,2,1,No,No,No,No,No,No,No,1,69.8,146.65,0,73.325,0,0,1,0,0,1,0,0,0,0,0,0
3082-YVEKW,1,0,1,1,23,1,Yes,Yes,No,Yes,Yes,Yes,No,1,77.15,1759.4,0,76.49565217391304,0,1,0,0,0,0,0,1,0,0,0,0
0191-EQUUH,1,0,0,1,25,0,No phone service,Yes,No,No,Yes,No,No,0,35.05,844.45,0,33.778,0,1,0,0,0,0,0,0,1,0,0,0
7134-HBPBS,1,1,0,0,72,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,108.1,7774.05,0,107.97291666666666,0,1,1,0,0,0,0,0,0,0,0,1
3489-HHPFY,1,0,1,0,2,1,Yes,No,No,No,No,Yes,No,1,84.05,134.05,0,67.025,0,0,1,0,0,1,0,0,0,0,0,0
2926-JEJJC,1,0,0,0,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.2,140.95,0,17.61875,1,0,0,1,0,0,0,0,0,0,0,0
8601-QACRS,1,0,0,0,5,1,Yes,No,No,No,No,No,No,1,50.6,249.95,1,49.989999999999995,0,0,0,0,0,0,1,0,0,0,0,0
4950-BDEUX,0,0,0,0,35,0,No phone service,No,No,Yes,No,Yes,Yes,0,49.2,1701.65,0,48.61857142857143,0,0,0,0,0,1,0,0,1,0,0,0
5789-LDFXO,0,0,0,0,24,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.6,592.65,0,24.693749999999998,1,0,0,1,0,1,0,1,0,0,0,0
0508-OOLTO,1,0,1,1,2,1,No,No,No,No,No,No,No,1,71.65,135.75,0,67.875,0,0,1,0,0,1,0,0,0,0,0,0
2984-TBYKU,0,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1,104.9,7732.65,0,107.39791666666666,0,1,1,0,1,0,0,0,0,0,0,1
9822-WMWVG,1,0,0,0,41,1,Yes,Yes,Yes,Yes,Yes,Yes,No,1,106.5,4282.4,0,104.44878048780487,0,0,1,0,0,1,0,0,0,1,0,0
2391-SOORI,0,0,0,1,4,1,No,Yes,No,No,No,No,No,0,49.35,219.65,1,54.9125,0,0,0,0,0,1,0,0,0,0,0,0
9040-KZVWO,0,0,0,0,26,1,No,No,Yes,No,No,No,No,0,75.5,2018.1,0,77.61923076923077,1,0,1,0,0,0,0,0,1,0,0,0
2645-QTLMB,0,0,0,0,7,1,No,No,Yes,No,No,Yes,Yes,1,94.25,669.0,1,95.57142857142857,0,0,1,0,0,1,0,0,0,0,0,0
4806-HIPDW,1,0,1,0,1,1,No,No,No,No,No,No,No,1,68.95,68.95,1,68.95,0,0,1,0,0,1,0,0,0,0,0,0
1548-ARAGG,1,0,1,1,4,1,Yes,No,Yes,No,Yes,No,No,1,58.5,224.85,0,56.2125,0,0,0,0,0,0,1,0,0,0,0,0
